Request id,Pickup point,Drop Point,Driver id,Status,Request Date,Request Time,Request Time of Day,Request Day,Drop Date,Drop Time,Drop Day
6734,Airport,City,130,Trip Completed,15-07-2016,23:37:00,Night,Friday,16-07-2016,00:25:00,Saturday
281,City,Aiport,131,Trip Completed,11-07-2016,07:01:00,Morning,Monday,11-07-2016,08:10:00,Monday
1902,City,Aiport,131,Trip Completed,12-07-2016,10:34:00,Morning,Tuesday,12-07-2016,11:46:00,Tuesday
2691,Airport,City,131,Trip Completed,13-07-2016,00:44:00,Early Morning,Wednesday,13-07-2016,01:41:00,Wednesday
4430,City,Aiport,131,Trip Completed,14-07-2016,08:21:00,Morning,Thursday,14-07-2016,08:58:00,Thursday
4779,City,Aiport,131,Trip Completed,14-07-2016,16:31:00,Evening,Thursday,14-07-2016,16:59:00,Thursday
5097,City,Aiport,131,Trip Completed,14-07-2016,19:52:00,Evening,Thursday,14-07-2016,20:49:00,Thursday
405,City,Aiport,132,Trip Completed,11-07-2016,08:29:00,Morning,Monday,11-07-2016,09:35:00,Monday
585,City,Aiport,132,Trip Completed,11-07-2016,11:16:00,Morning,Monday,11-07-2016,11:57:00,Monday
729,Airport,City,132,Trip Completed,11-07-2016,15:14:00,Afternoon,Monday,11-07-2016,15:50:00,Monday
1046,Airport,City,132,Trip Completed,11-07-2016,19:31:00,Evening,Monday,11-07-2016,20:12:00,Monday
1663,Airport,City,132,Trip Completed,12-07-2016,07:33:00,Morning,Tuesday,12-07-2016,08:21:00,Tuesday
4027,City,Aiport,132,Trip Completed,13-07-2016,00:07:00,Early Morning,Wednesday,13-07-2016,01:25:00,Wednesday
2876,City,Aiport,132,Trip Completed,13-07-2016,05:49:00,Early Morning,Wednesday,13-07-2016,06:27:00,Wednesday
3767,Airport,City,132,Trip Completed,13-07-2016,20:35:00,Evening,Wednesday,13-07-2016,21:09:00,Wednesday
5948,City,Aiport,132,Trip Completed,15-07-2016,10:36:00,Morning,Friday,15-07-2016,11:36:00,Friday
6027,Airport,City,132,Trip Completed,15-07-2016,12:46:00,Afternoon,Friday,15-07-2016,13:36:00,Friday
701,City,Aiport,133,Trip Completed,11-07-2016,14:01:00,Afternoon,Monday,11-07-2016,15:00:00,Monday
1529,City,Aiport,133,Trip Completed,12-07-2016,05:56:00,Early Morning,Tuesday,12-07-2016,06:49:00,Tuesday
2060,Airport,City,133,Trip Completed,12-07-2016,15:04:00,Afternoon,Tuesday,12-07-2016,15:37:00,Tuesday
2262,City,Aiport,133,Trip Completed,12-07-2016,18:30:00,Evening,Tuesday,12-07-2016,18:59:00,Tuesday
4425,City,Aiport,133,Trip Completed,14-07-2016,08:24:00,Morning,Thursday,14-07-2016,08:58:00,Thursday
4710,City,Aiport,133,Trip Completed,14-07-2016,13:26:00,Afternoon,Thursday,14-07-2016,13:58:00,Thursday
5732,Airport,City,133,Trip Completed,15-07-2016,07:47:00,Morning,Friday,15-07-2016,08:21:00,Friday
142,City,Aiport,134,Trip Completed,11-07-2016,05:25:00,Early Morning,Monday,11-07-2016,06:19:00,Monday
430,City,Aiport,134,Trip Completed,11-07-2016,08:49:00,Morning,Monday,11-07-2016,09:47:00,Monday
612,Airport,City,134,Trip Completed,11-07-2016,11:47:00,Morning,Monday,11-07-2016,12:37:00,Monday
927,Airport,City,134,Trip Completed,11-07-2016,18:22:00,Evening,Monday,11-07-2016,18:59:00,Monday
1010,City,Aiport,134,Trip Completed,11-07-2016,19:14:00,Evening,Monday,11-07-2016,20:09:00,Monday
1845,Airport,City,134,Trip Completed,12-07-2016,09:41:00,Morning,Tuesday,12-07-2016,10:52:00,Tuesday
2234,Airport,City,134,Trip Completed,12-07-2016,18:19:00,Evening,Tuesday,12-07-2016,19:03:00,Tuesday
2633,Airport,City,134,Trip Completed,12-07-2016,22:18:00,Night,Tuesday,12-07-2016,23:06:00,Tuesday
4012,Airport,City,134,Trip Completed,13-07-2016,23:54:00,Night,Wednesday,14-07-2016,00:37:00,Thursday
5039,City,Aiport,134,Trip Completed,14-07-2016,19:20:00,Evening,Thursday,14-07-2016,19:53:00,Thursday
6760,Airport,City,134,Trip Completed,15-07-2016,00:03:00,Early Morning,Friday,15-07-2016,00:47:00,Friday
5681,City,Aiport,134,Trip Completed,15-07-2016,07:17:00,Morning,Friday,15-07-2016,07:48:00,Friday
6253,Airport,City,134,Trip Completed,15-07-2016,18:01:00,Evening,Friday,15-07-2016,18:57:00,Friday
6558,Airport,City,134,Trip Completed,15-07-2016,21:05:00,Night,Friday,15-07-2016,22:05:00,Friday
565,City,Aiport,135,Trip Completed,11-07-2016,10:19:00,Morning,Monday,11-07-2016,11:26:00,Monday
599,Airport,City,135,Trip Completed,11-07-2016,11:38:00,Morning,Monday,11-07-2016,12:45:00,Monday
1772,Airport,City,135,Trip Completed,12-07-2016,08:54:00,Morning,Tuesday,12-07-2016,09:32:00,Tuesday
3357,Airport,City,135,Trip Completed,13-07-2016,13:27:00,Afternoon,Wednesday,13-07-2016,14:15:00,Wednesday
4408,City,Aiport,135,Trip Completed,14-07-2016,08:02:00,Morning,Thursday,14-07-2016,08:40:00,Thursday
1363,Airport,City,136,Trip Completed,11-07-2016,00:00:00,Night,Monday,11-07-2016,01:11:00,Monday
625,Airport,City,136,Trip Completed,11-07-2016,12:05:00,Afternoon,Monday,11-07-2016,13:15:00,Monday
1636,Airport,City,136,Trip Completed,12-07-2016,07:17:00,Morning,Tuesday,12-07-2016,07:47:00,Tuesday
2253,Airport,City,136,Trip Completed,12-07-2016,18:22:00,Evening,Tuesday,12-07-2016,19:31:00,Tuesday
3471,Airport,City,136,Trip Completed,13-07-2016,17:13:00,Evening,Wednesday,13-07-2016,18:22:00,Wednesday
4402,City,Aiport,136,Trip Completed,14-07-2016,08:04:00,Morning,Thursday,14-07-2016,09:10:00,Thursday
458,Airport,City,137,Trip Completed,11-07-2016,09:12:00,Morning,Monday,11-07-2016,10:24:00,Monday
681,City,Aiport,137,Trip Completed,11-07-2016,13:32:00,Afternoon,Monday,11-07-2016,14:18:00,Monday
1084,Airport,City,137,Trip Completed,11-07-2016,19:59:00,Evening,Monday,11-07-2016,20:33:00,Monday
1896,Airport,City,137,Trip Completed,12-07-2016,10:23:00,Morning,Tuesday,12-07-2016,11:25:00,Tuesday
3132,Airport,City,137,Trip Completed,13-07-2016,08:43:00,Morning,Wednesday,13-07-2016,09:54:00,Wednesday
3940,City,Aiport,137,Trip Completed,13-07-2016,22:23:00,Night,Wednesday,13-07-2016,23:09:00,Wednesday
4943,Airport,City,137,Trip Completed,14-07-2016,18:27:00,Evening,Thursday,14-07-2016,19:22:00,Thursday
5537,Airport,City,137,Trip Completed,15-07-2016,05:28:00,Early Morning,Friday,15-07-2016,05:55:00,Friday
6310,City,Aiport,137,Trip Completed,15-07-2016,18:25:00,Evening,Friday,15-07-2016,19:01:00,Friday
6587,Airport,City,137,Trip Completed,15-07-2016,21:24:00,Night,Friday,15-07-2016,22:03:00,Friday
6756,City,Aiport,137,Trip Completed,15-07-2016,23:57:00,Night,Friday,16-07-2016,00:51:00,Saturday
97,City,Aiport,138,Trip Completed,11-07-2016,05:01:00,Early Morning,Monday,11-07-2016,05:39:00,Monday
1266,Airport,City,138,Trip Completed,11-07-2016,22:00:00,Night,Monday,11-07-2016,22:55:00,Monday
2118,Airport,City,138,Trip Completed,12-07-2016,16:41:00,Evening,Tuesday,12-07-2016,17:49:00,Tuesday
2906,Airport,City,138,Trip Completed,13-07-2016,06:09:00,Morning,Wednesday,13-07-2016,07:16:00,Wednesday
3432,Airport,City,138,Trip Completed,13-07-2016,16:07:00,Evening,Wednesday,13-07-2016,17:02:00,Wednesday
5921,City,Aiport,138,Trip Completed,15-07-2016,10:04:00,Morning,Friday,15-07-2016,10:42:00,Friday
6192,Airport,City,138,Trip Completed,15-07-2016,17:12:00,Evening,Friday,15-07-2016,18:20:00,Friday
6705,Airport,City,138,Trip Completed,15-07-2016,22:57:00,Night,Friday,16-07-2016,00:09:00,Saturday
242,Airport,City,139,Trip Completed,11-07-2016,06:31:00,Morning,Monday,11-07-2016,07:21:00,Monday
1359,City,Aiport,139,Trip Completed,11-07-2016,23:51:00,Night,Monday,12-07-2016,00:50:00,Tuesday
1865,Airport,City,139,Trip Completed,12-07-2016,09:50:00,Morning,Tuesday,12-07-2016,10:58:00,Tuesday
2024,Airport,City,139,Trip Completed,12-07-2016,13:55:00,Afternoon,Tuesday,12-07-2016,14:32:00,Tuesday
2768,Airport,City,139,Trip Completed,13-07-2016,04:17:00,Early Morning,Wednesday,13-07-2016,04:45:00,Wednesday
3067,City,Aiport,139,Trip Completed,13-07-2016,07:59:00,Morning,Wednesday,13-07-2016,09:01:00,Wednesday
3316,Airport,City,139,Trip Completed,13-07-2016,12:02:00,Afternoon,Wednesday,13-07-2016,13:02:00,Wednesday
4084,Airport,City,139,Trip Completed,14-07-2016,02:44:00,Early Morning,Thursday,14-07-2016,03:44:00,Thursday
4858,City,Aiport,139,Trip Completed,14-07-2016,17:33:00,Evening,Thursday,14-07-2016,18:12:00,Thursday
5566,Airport,City,139,Trip Completed,15-07-2016,05:43:00,Early Morning,Friday,15-07-2016,06:59:00,Friday
6384,Airport,City,139,Trip Completed,15-07-2016,19:21:00,Evening,Friday,15-07-2016,20:26:00,Friday
2001,Airport,City,140,Trip Completed,12-07-2016,13:01:00,Afternoon,Tuesday,12-07-2016,14:00:00,Tuesday
3483,City,Aiport,140,Trip Completed,13-07-2016,17:23:00,Evening,Wednesday,13-07-2016,18:36:00,Wednesday
3990,Airport,City,140,Trip Completed,13-07-2016,23:20:00,Night,Wednesday,13-07-2016,23:50:00,Wednesday
4531,City,Aiport,140,Trip Completed,14-07-2016,09:29:00,Morning,Thursday,14-07-2016,10:30:00,Thursday
5518,City,Aiport,140,Trip Completed,15-07-2016,05:15:00,Early Morning,Friday,15-07-2016,06:16:00,Friday
5869,City,Aiport,140,Trip Completed,15-07-2016,09:22:00,Morning,Friday,15-07-2016,10:11:00,Friday
60,City,Aiport,141,Trip Completed,11-07-2016,03:57:00,Early Morning,Monday,11-07-2016,04:46:00,Monday
282,City,Aiport,141,Trip Completed,11-07-2016,06:56:00,Morning,Monday,11-07-2016,08:11:00,Monday
1614,Airport,City,141,Trip Completed,12-07-2016,06:55:00,Morning,Tuesday,12-07-2016,07:30:00,Tuesday
2331,Airport,City,141,Trip Completed,12-07-2016,19:13:00,Evening,Tuesday,12-07-2016,20:28:00,Tuesday
2825,Airport,City,141,Trip Completed,13-07-2016,05:14:00,Early Morning,Wednesday,13-07-2016,05:51:00,Wednesday
3411,Airport,City,141,Trip Completed,13-07-2016,15:28:00,Afternoon,Wednesday,13-07-2016,16:36:00,Wednesday
4143,Airport,City,141,Trip Completed,14-07-2016,04:51:00,Early Morning,Thursday,14-07-2016,05:40:00,Thursday
4637,City,Aiport,141,Trip Completed,14-07-2016,11:29:00,Morning,Thursday,14-07-2016,12:16:00,Thursday
4729,Airport,City,141,Trip Completed,14-07-2016,14:04:00,Afternoon,Thursday,14-07-2016,15:11:00,Thursday
5318,Airport,City,141,Trip Completed,14-07-2016,22:08:00,Night,Thursday,14-07-2016,22:58:00,Thursday
6619,City,Aiport,141,Trip Completed,15-07-2016,21:52:00,Night,Friday,15-07-2016,22:46:00,Friday
444,Airport,City,142,Trip Completed,11-07-2016,09:09:00,Morning,Monday,11-07-2016,09:52:00,Monday
1260,Airport,City,142,Trip Completed,11-07-2016,21:59:00,Night,Monday,11-07-2016,23:10:00,Monday
1976,Airport,City,142,Trip Completed,12-07-2016,12:18:00,Afternoon,Tuesday,12-07-2016,13:30:00,Tuesday
2096,Airport,City,142,Trip Completed,12-07-2016,16:01:00,Evening,Tuesday,12-07-2016,17:04:00,Tuesday
2732,City,Aiport,142,Trip Completed,13-07-2016,02:33:00,Early Morning,Wednesday,13-07-2016,03:38:00,Wednesday
5383,City,Aiport,142,Trip Completed,14-07-2016,00:03:00,Early Morning,Thursday,14-07-2016,00:34:00,Thursday
4156,City,Aiport,142,Trip Completed,14-07-2016,05:07:00,Early Morning,Thursday,14-07-2016,06:06:00,Thursday
4761,City,Aiport,142,Trip Completed,14-07-2016,15:31:00,Afternoon,Thursday,14-07-2016,15:52:00,Thursday
6446,Airport,City,142,Trip Completed,15-07-2016,20:02:00,Evening,Friday,15-07-2016,20:53:00,Friday
6610,City,Aiport,142,Trip Completed,15-07-2016,21:49:00,Night,Friday,15-07-2016,23:01:00,Friday
638,City,Aiport,143,Trip Completed,11-07-2016,12:30:00,Afternoon,Monday,11-07-2016,13:14:00,Monday
1644,Airport,City,143,Trip Completed,12-07-2016,07:16:00,Morning,Tuesday,12-07-2016,07:58:00,Tuesday
2040,Airport,City,143,Trip Completed,12-07-2016,14:25:00,Afternoon,Tuesday,12-07-2016,14:57:00,Tuesday
2794,City,Aiport,143,Trip Completed,13-07-2016,04:55:00,Early Morning,Wednesday,13-07-2016,06:01:00,Wednesday
3172,Airport,City,143,Trip Completed,13-07-2016,09:13:00,Morning,Wednesday,13-07-2016,10:24:00,Wednesday
6559,Airport,City,143,Trip Completed,15-07-2016,21:00:00,Night,Friday,15-07-2016,21:58:00,Friday
243,City,Aiport,144,Trip Completed,11-07-2016,06:34:00,Morning,Monday,11-07-2016,07:09:00,Monday
296,Airport,City,144,Trip Completed,11-07-2016,07:12:00,Morning,Monday,11-07-2016,07:54:00,Monday
677,City,Aiport,144,Trip Completed,11-07-2016,13:26:00,Afternoon,Monday,11-07-2016,13:58:00,Monday
1360,City,Aiport,144,Trip Completed,11-07-2016,23:54:00,Night,Monday,12-07-2016,01:09:00,Tuesday
1916,Airport,City,144,Trip Completed,12-07-2016,10:43:00,Morning,Tuesday,12-07-2016,11:11:00,Tuesday
2397,City,Aiport,144,Trip Completed,12-07-2016,19:45:00,Evening,Tuesday,12-07-2016,20:19:00,Tuesday
3624,Airport,City,144,Trip Completed,13-07-2016,18:52:00,Evening,Wednesday,13-07-2016,19:54:00,Wednesday
4799,City,Aiport,144,Trip Completed,14-07-2016,16:56:00,Evening,Thursday,14-07-2016,17:48:00,Thursday
5241,City,Aiport,144,Trip Completed,14-07-2016,21:13:00,Night,Thursday,14-07-2016,21:42:00,Thursday
6380,Airport,City,144,Trip Completed,15-07-2016,19:19:00,Evening,Friday,15-07-2016,20:25:00,Friday
998,Airport,City,145,Trip Completed,11-07-2016,19:01:00,Evening,Monday,11-07-2016,19:48:00,Monday
1281,Airport,City,145,Trip Completed,11-07-2016,22:12:00,Night,Monday,11-07-2016,22:51:00,Monday
2045,Airport,City,145,Trip Completed,12-07-2016,14:43:00,Afternoon,Tuesday,12-07-2016,15:06:00,Tuesday
2424,City,Aiport,145,Trip Completed,12-07-2016,20:03:00,Evening,Tuesday,12-07-2016,21:04:00,Tuesday
3162,Airport,City,145,Trip Completed,13-07-2016,09:11:00,Morning,Wednesday,13-07-2016,09:38:00,Wednesday
3222,City,Aiport,145,Trip Completed,13-07-2016,09:51:00,Morning,Wednesday,13-07-2016,10:54:00,Wednesday
4098,City,Aiport,145,Trip Completed,14-07-2016,03:11:00,Early Morning,Thursday,14-07-2016,03:59:00,Thursday
4905,Airport,City,145,Trip Completed,14-07-2016,18:00:00,Evening,Thursday,14-07-2016,18:41:00,Thursday
5622,Airport,City,145,Trip Completed,15-07-2016,06:27:00,Morning,Friday,15-07-2016,07:38:00,Friday
318,City,Aiport,146,Trip Completed,11-07-2016,07:28:00,Morning,Monday,11-07-2016,08:43:00,Monday
557,City,Aiport,146,Trip Completed,11-07-2016,10:15:00,Morning,Monday,11-07-2016,11:10:00,Monday
2034,Airport,City,146,Trip Completed,12-07-2016,14:16:00,Afternoon,Tuesday,12-07-2016,15:20:00,Tuesday
2392,City,Aiport,146,Trip Completed,12-07-2016,19:50:00,Evening,Tuesday,12-07-2016,21:04:00,Tuesday
4542,Airport,City,146,Trip Completed,14-07-2016,09:40:00,Morning,Thursday,14-07-2016,10:08:00,Thursday
5500,City,Aiport,146,Trip Completed,15-07-2016,05:00:00,Early Morning,Friday,15-07-2016,06:04:00,Friday
6382,Airport,City,146,Trip Completed,15-07-2016,19:15:00,Evening,Friday,15-07-2016,20:28:00,Friday
6575,City,Aiport,146,Trip Completed,15-07-2016,21:18:00,Night,Friday,15-07-2016,21:58:00,Friday
1827,Airport,City,147,Trip Completed,12-07-2016,09:35:00,Morning,Tuesday,12-07-2016,10:24:00,Tuesday
2095,City,Aiport,147,Trip Completed,12-07-2016,15:56:00,Afternoon,Tuesday,12-07-2016,16:43:00,Tuesday
3092,Airport,City,147,Trip Completed,13-07-2016,08:15:00,Morning,Wednesday,13-07-2016,08:50:00,Wednesday
4813,City,Aiport,147,Trip Completed,14-07-2016,17:17:00,Evening,Thursday,14-07-2016,18:18:00,Thursday
5164,City,Aiport,147,Trip Completed,14-07-2016,20:25:00,Evening,Thursday,14-07-2016,20:54:00,Thursday
6702,City,Aiport,147,Trip Completed,15-07-2016,22:47:00,Night,Friday,15-07-2016,23:27:00,Friday
429,City,Aiport,148,Trip Completed,11-07-2016,08:54:00,Morning,Monday,11-07-2016,09:47:00,Monday
2681,Airport,City,148,Trip Completed,12-07-2016,00:10:00,Early Morning,Tuesday,12-07-2016,01:06:00,Tuesday
3160,City,Aiport,148,Trip Completed,13-07-2016,09:11:00,Morning,Wednesday,13-07-2016,09:35:00,Wednesday
3400,City,Aiport,148,Trip Completed,13-07-2016,15:04:00,Afternoon,Wednesday,13-07-2016,16:09:00,Wednesday
3889,Airport,City,148,Trip Completed,13-07-2016,21:53:00,Night,Wednesday,13-07-2016,22:32:00,Wednesday
4151,City,Aiport,148,Trip Completed,14-07-2016,04:58:00,Early Morning,Thursday,14-07-2016,06:08:00,Thursday
4738,Airport,City,148,Trip Completed,14-07-2016,14:44:00,Afternoon,Thursday,14-07-2016,15:58:00,Thursday
4963,Airport,City,148,Trip Completed,14-07-2016,18:35:00,Evening,Thursday,14-07-2016,19:50:00,Thursday
311,Airport,City,149,Trip Completed,11-07-2016,07:27:00,Morning,Monday,11-07-2016,08:08:00,Monday
928,City,Aiport,149,Trip Completed,11-07-2016,18:29:00,Evening,Monday,11-07-2016,19:15:00,Monday
1468,City,Aiport,149,Trip Completed,12-07-2016,05:09:00,Early Morning,Tuesday,12-07-2016,06:06:00,Tuesday
2677,City,Aiport,149,Trip Completed,12-07-2016,23:54:00,Night,Tuesday,13-07-2016,00:31:00,Wednesday
2916,City,Aiport,149,Trip Completed,13-07-2016,06:12:00,Morning,Wednesday,13-07-2016,07:23:00,Wednesday
4663,City,Aiport,149,Trip Completed,14-07-2016,12:16:00,Afternoon,Thursday,14-07-2016,12:59:00,Thursday
6741,City,Aiport,149,Trip Completed,15-07-2016,23:42:00,Night,Friday,16-07-2016,00:09:00,Saturday
48,City,Aiport,150,Trip Completed,11-07-2016,03:14:00,Early Morning,Monday,11-07-2016,04:19:00,Monday
838,City,Aiport,150,Trip Completed,11-07-2016,17:43:00,Evening,Monday,11-07-2016,18:41:00,Monday
1657,Airport,City,150,Trip Completed,12-07-2016,07:29:00,Morning,Tuesday,12-07-2016,08:12:00,Tuesday
2032,Airport,City,150,Trip Completed,12-07-2016,14:14:00,Afternoon,Tuesday,12-07-2016,15:20:00,Tuesday
3507,City,Aiport,150,Trip Completed,13-07-2016,17:38:00,Evening,Wednesday,13-07-2016,18:21:00,Wednesday
3780,City,Aiport,150,Trip Completed,13-07-2016,20:45:00,Evening,Wednesday,13-07-2016,21:27:00,Wednesday
6180,City,Aiport,150,Trip Completed,15-07-2016,17:02:00,Evening,Friday,15-07-2016,17:48:00,Friday
6615,City,Aiport,150,Trip Completed,15-07-2016,21:46:00,Night,Friday,15-07-2016,22:22:00,Friday
797,City,Aiport,151,Trip Completed,11-07-2016,17:16:00,Evening,Monday,11-07-2016,18:12:00,Monday
1564,City,Aiport,151,Trip Completed,12-07-2016,06:18:00,Morning,Tuesday,12-07-2016,07:14:00,Tuesday
2075,City,Aiport,151,Trip Completed,12-07-2016,15:31:00,Afternoon,Tuesday,12-07-2016,16:47:00,Tuesday
2822,City,Aiport,151,Trip Completed,13-07-2016,05:14:00,Early Morning,Wednesday,13-07-2016,05:50:00,Wednesday
3387,City,Aiport,151,Trip Completed,13-07-2016,14:36:00,Afternoon,Wednesday,13-07-2016,15:22:00,Wednesday
4315,City,Aiport,151,Trip Completed,14-07-2016,06:46:00,Morning,Thursday,14-07-2016,07:33:00,Thursday
5549,Airport,City,151,Trip Completed,15-07-2016,05:29:00,Early Morning,Friday,15-07-2016,06:15:00,Friday
6284,City,Aiport,151,Trip Completed,15-07-2016,18:18:00,Evening,Friday,15-07-2016,19:10:00,Friday
6403,Airport,City,151,Trip Completed,15-07-2016,19:25:00,Evening,Friday,15-07-2016,20:15:00,Friday
6684,Airport,City,151,Trip Completed,15-07-2016,22:34:00,Night,Friday,15-07-2016,23:27:00,Friday
451,City,Aiport,152,Trip Completed,11-07-2016,09:10:00,Morning,Monday,11-07-2016,10:10:00,Monday
588,City,Aiport,152,Trip Completed,11-07-2016,11:20:00,Morning,Monday,11-07-2016,11:53:00,Monday
671,Airport,City,152,Trip Completed,11-07-2016,13:16:00,Afternoon,Monday,11-07-2016,14:08:00,Monday
1369,Airport,City,152,Trip Completed,12-07-2016,00:15:00,Early Morning,Tuesday,12-07-2016,00:53:00,Tuesday
1688,City,Aiport,152,Trip Completed,12-07-2016,07:51:00,Morning,Tuesday,12-07-2016,08:21:00,Tuesday
2861,City,Aiport,152,Trip Completed,13-07-2016,05:38:00,Early Morning,Wednesday,13-07-2016,06:49:00,Wednesday
3354,City,Aiport,152,Trip Completed,13-07-2016,13:25:00,Afternoon,Wednesday,13-07-2016,14:39:00,Wednesday
5141,Airport,City,152,Trip Completed,14-07-2016,20:15:00,Evening,Thursday,14-07-2016,21:00:00,Thursday
5460,Airport,City,152,Trip Completed,15-07-2016,04:06:00,Early Morning,Friday,15-07-2016,04:52:00,Friday
5904,City,Aiport,152,Trip Completed,15-07-2016,10:00:00,Morning,Friday,15-07-2016,10:34:00,Friday
5973,Airport,City,152,Trip Completed,15-07-2016,11:10:00,Morning,Friday,15-07-2016,12:12:00,Friday
704,Airport,City,153,Trip Completed,11-07-2016,14:12:00,Afternoon,Monday,11-07-2016,15:06:00,Monday
785,City,Aiport,153,Trip Completed,11-07-2016,16:49:00,Evening,Monday,11-07-2016,17:24:00,Monday
2631,Airport,City,153,Trip Completed,12-07-2016,22:18:00,Night,Tuesday,12-07-2016,23:07:00,Tuesday
2911,Airport,City,153,Trip Completed,13-07-2016,06:09:00,Morning,Wednesday,13-07-2016,06:59:00,Wednesday
3360,Airport,City,153,Trip Completed,13-07-2016,13:37:00,Afternoon,Wednesday,13-07-2016,14:20:00,Wednesday
3667,Airport,City,153,Trip Completed,13-07-2016,19:23:00,Evening,Wednesday,13-07-2016,20:11:00,Wednesday
4624,Airport,City,153,Trip Completed,14-07-2016,11:05:00,Morning,Thursday,14-07-2016,11:53:00,Thursday
604,City,Aiport,154,Trip Completed,11-07-2016,11:44:00,Morning,Monday,11-07-2016,12:49:00,Monday
1464,Airport,City,154,Trip Completed,12-07-2016,05:03:00,Early Morning,Tuesday,12-07-2016,06:03:00,Tuesday
1810,City,Aiport,154,Trip Completed,12-07-2016,09:18:00,Morning,Tuesday,12-07-2016,09:54:00,Tuesday
2009,City,Aiport,154,Trip Completed,12-07-2016,13:25:00,Afternoon,Tuesday,12-07-2016,14:33:00,Tuesday
2166,City,Aiport,154,Trip Completed,12-07-2016,17:30:00,Evening,Tuesday,12-07-2016,18:35:00,Tuesday
5379,City,Aiport,154,Trip Completed,14-07-2016,23:51:00,Night,Thursday,15-07-2016,01:04:00,Friday
1367,City,Aiport,155,Trip Completed,11-07-2016,00:05:00,Early Morning,Monday,11-07-2016,01:06:00,Monday
447,City,Aiport,155,Trip Completed,11-07-2016,09:07:00,Morning,Monday,11-07-2016,09:57:00,Monday
1682,City,Aiport,155,Trip Completed,12-07-2016,07:47:00,Morning,Tuesday,12-07-2016,08:38:00,Tuesday
2043,Airport,City,155,Trip Completed,12-07-2016,14:30:00,Afternoon,Tuesday,12-07-2016,15:21:00,Tuesday
2796,Airport,City,155,Trip Completed,13-07-2016,04:49:00,Early Morning,Wednesday,13-07-2016,05:29:00,Wednesday
3945,City,Aiport,155,Trip Completed,13-07-2016,22:33:00,Night,Wednesday,13-07-2016,23:16:00,Wednesday
4196,City,Aiport,155,Trip Completed,14-07-2016,05:29:00,Early Morning,Thursday,14-07-2016,06:36:00,Thursday
5174,City,Aiport,155,Trip Completed,14-07-2016,20:29:00,Evening,Thursday,14-07-2016,21:24:00,Thursday
5480,City,Aiport,155,Trip Completed,15-07-2016,04:51:00,Early Morning,Friday,15-07-2016,06:03:00,Friday
5883,Airport,City,155,Trip Completed,15-07-2016,09:39:00,Morning,Friday,15-07-2016,10:48:00,Friday
6013,Airport,City,155,Trip Completed,15-07-2016,12:26:00,Afternoon,Friday,15-07-2016,13:03:00,Friday
438,City,Aiport,156,Trip Completed,11-07-2016,09:05:00,Morning,Monday,11-07-2016,10:14:00,Monday
636,City,Aiport,156,Trip Completed,11-07-2016,12:25:00,Afternoon,Monday,11-07-2016,13:09:00,Monday
1938,Airport,City,156,Trip Completed,12-07-2016,11:21:00,Morning,Tuesday,12-07-2016,12:03:00,Tuesday
2129,Airport,City,156,Trip Completed,12-07-2016,17:06:00,Evening,Tuesday,12-07-2016,18:18:00,Tuesday
3337,Airport,City,156,Trip Completed,13-07-2016,12:42:00,Afternoon,Wednesday,13-07-2016,13:50:00,Wednesday
3472,City,Aiport,156,Trip Completed,13-07-2016,17:16:00,Evening,Wednesday,13-07-2016,18:06:00,Wednesday
3991,City,Aiport,156,Trip Completed,13-07-2016,23:24:00,Night,Wednesday,14-07-2016,00:06:00,Thursday
4221,Airport,City,156,Trip Completed,14-07-2016,05:46:00,Early Morning,Thursday,14-07-2016,06:35:00,Thursday
5719,Airport,City,156,Trip Completed,15-07-2016,07:45:00,Morning,Friday,15-07-2016,08:21:00,Friday
143,Airport,City,157,Trip Completed,11-07-2016,05:24:00,Early Morning,Monday,11-07-2016,06:01:00,Monday
784,City,Aiport,157,Trip Completed,11-07-2016,16:50:00,Evening,Monday,11-07-2016,17:23:00,Monday
1020,Airport,City,157,Trip Completed,11-07-2016,19:17:00,Evening,Monday,11-07-2016,20:08:00,Monday
2934,City,Aiport,157,Trip Completed,13-07-2016,06:28:00,Morning,Wednesday,13-07-2016,07:10:00,Wednesday
4073,City,Aiport,157,Trip Completed,14-07-2016,02:10:00,Early Morning,Thursday,14-07-2016,02:54:00,Thursday
4751,City,Aiport,157,Trip Completed,14-07-2016,15:18:00,Afternoon,Thursday,14-07-2016,16:12:00,Thursday
5275,City,Aiport,157,Trip Completed,14-07-2016,21:38:00,Night,Thursday,14-07-2016,22:21:00,Thursday
1262,Airport,City,158,Trip Completed,11-07-2016,22:00:00,Night,Monday,11-07-2016,23:04:00,Monday
1600,City,Aiport,158,Trip Completed,12-07-2016,06:39:00,Morning,Tuesday,12-07-2016,07:13:00,Tuesday
2016,City,Aiport,158,Trip Completed,12-07-2016,13:34:00,Afternoon,Tuesday,12-07-2016,14:36:00,Tuesday
2370,Airport,City,158,Trip Completed,12-07-2016,19:37:00,Evening,Tuesday,12-07-2016,20:11:00,Tuesday
3192,Airport,City,158,Trip Completed,13-07-2016,09:32:00,Morning,Wednesday,13-07-2016,10:42:00,Wednesday
3367,Airport,City,158,Trip Completed,13-07-2016,13:51:00,Afternoon,Wednesday,13-07-2016,14:29:00,Wednesday
3952,City,Aiport,158,Trip Completed,13-07-2016,22:45:00,Night,Wednesday,13-07-2016,23:41:00,Wednesday
